STATE,SITE_ID,SITE_NAME,TREE_NUMBER,SPECIES,DBH_CM,COMMENTS,CROWN_CLASS,LOWER_HALF_EXIT_HOLES,LOWER_HALF_BARK_SPLITS,LOWER_HALF_WOODPECKER_FEEDING_DAMAGE,LOWER_HALF_EPICORMIC_SHOOTS,UPPER_HALF_EPICORMIC_SHOOTS,UPPER_HALF_WOODPECKER_FEEDING_DAMAGE,OBSERVATION_DATE,ORIGIN,POINT_X,POINT_Y
Michigan,14,tung,"1,226",black ash,10.8,tun g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,229",black ash,9.3,tun g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,228",black ash,7.7,tun g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,234",black ash,9.5,tun g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,13,tunn,"1,188",black ash,8.8,tun ngr species null now black ash,1,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,13,tunn,"1,189",black ash,9.3,tun ngr species null now black ash,3,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,13,tunn,"1,191",black ash,9.5,tun ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,13,tunn,"1,192",black ash,8.9,tun ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,13,tunn,"1,187",black ash,9.7,tun ngr species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,13,tunn,"1,194",black ash,15.7,tun ngr species null now black ash,1,No,Yes,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,13,tunn,"1,195",black ash,15.7,tun ngr species null now black ash,1,No,Yes,Yes,,,No,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,13,tunn,"1,193",black ash,15.2,tun ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,10,dfg,"1,246",black ash,14.5,df girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,14,tung,"1,227",black ash,13.6,tun g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,13,tunn,"1,190",black ash,13.3,tun ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,10,dfg,"1,245",black ash,20.9,df girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,"1,742",gbl,"1,939",white ash,27,54 oobs and 126 tets,1,No,No,No,10-Jan,21+,No,"7/24/2011, 8:41 AM",Research,-83.57,44.65
Michigan,"1,742",gbl,"1,938",white ash,43.2,,3,No,No,No,0,20-Nov,Yes,"7/24/2011, 8:00 AM",Research,-83.57,44.65
Michigan,"1,742",gbl,"1,937",white ash,57.7,,2,No,No,Yes,0,0,Yes,"7/24/2011, 7:45 AM",Research,-83.57,44.65
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 9:35 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 9:26 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 9:23 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 9:21 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 9:13 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 8:55 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,fan,1,No,No,No,0,0,No,"8/10/2011, 8:50 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,fan,1,No,No,No,0,0,No,"8/10/2011, 8:47 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 8:43 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 8:41 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,fan,1,No,No,No,0,0,No,"8/10/2011, 8:36 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 8:30 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 8:21 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 8:17 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 8:12 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 8:05 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 8:00 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 7:54 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,fan,1,No,No,No,0,0,No,"8/10/2011, 7:50 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 7:44 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,fan,1,No,No,No,0,0,No,"8/10/2011, 7:40 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 7:35 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 7:31 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,fan,1,No,No,No,0,0,No,"8/10/2011, 7:26 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 7:22 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,plate,1,No,No,No,0,0,No,"8/10/2011, 7:18 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,fan,1,No,No,No,0,0,No,"8/10/2011, 7:15 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,fan,1,No,No,No,0,0,No,"8/10/2011, 7:08 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 7:02 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 6:51 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 6:39 AM",Research,-84.11,43.34
Michigan,22,sr,1,green ash,1,pan,1,No,No,No,0,0,No,"8/10/2011, 6:33 AM",Research,-84.11,43.34
Michigan,25,gswr,1,green ash,10,plate,3,No,No,No,0,0,No,"8/9/2011, 9:50 AM",Research,-84.45,43.23
Michigan,25,gswr,1,green ash,10,plate,3,No,No,No,0,0,No,"8/9/2011, 9:33 AM",Research,-84.44,43.23
Michigan,25,gswr,1,green ash,10,fan,3,No,No,No,0,0,No,"8/9/2011, 9:28 AM",Research,-84.45,43.23
Michigan,25,gswr,1,green ash,10,pan,3,No,No,No,0,0,No,"8/9/2011, 9:06 AM",Research,-84.44,43.23
Michigan,25,gswr,1,green ash,10,fan,3,No,No,No,0,0,No,"8/9/2011, 8:51 AM",Research,-84.44,43.23
Michigan,25,gswr,1,green ash,10,pan,3,No,No,No,0,0,No,"8/9/2011, 8:47 AM",Research,-84.44,43.23
Michigan,25,gswr,1,green ash,10,pan,3,No,No,No,0,0,No,"8/9/2011, 7:52 AM",Research,-84.45,43.23
Michigan,25,gswr,1,green ash,10,fan,3,No,No,No,0,0,No,"8/9/2011, 7:47 AM",Research,-84.45,43.23
Michigan,25,gswr,1,green ash,10,plate,3,No,No,No,0,0,No,"8/9/2011, 7:44 AM",Research,-84.45,43.23
Michigan,25,gswr,1,green ash,10,pan,3,No,No,No,0,0,No,"8/9/2011, 7:36 AM",Research,-84.45,43.23
Michigan,25,gswr,1,green ash,10,fan,3,No,No,No,0,0,No,"8/9/2011, 7:32 AM",Research,-84.45,43.23
Michigan,25,gswr,2,green ash,12,plate,1,No,No,Yes,0,0,No,"8/9/2011, 7:28 AM",Research,-84.45,43.23
Michigan,25,gswr,2,green ash,12,pan,1,No,No,Yes,0,0,No,"8/9/2011, 7:21 AM",Research,-84.45,43.23
Michigan,25,gswr,2,green ash,12,plate,1,No,No,Yes,0,0,No,"8/9/2011, 7:18 AM",Research,-84.45,43.23
Michigan,25,gswr,2,green ash,12,fan,1,No,No,Yes,0,0,No,"8/9/2011, 7:10 AM",Research,-84.45,43.23
Michigan,25,gswr,2,green ash,12,plate,1,No,No,Yes,0,0,No,"8/9/2011, 7:02 AM",Research,-84.44,43.23
Michigan,25,gswr,2,green ash,12,pan,1,No,No,Yes,0,0,No,"8/9/2011, 6:53 AM",Research,-84.44,43.23
Michigan,25,gswr,1,green ash,12,fan,1,No,No,Yes,0,0,No,"8/9/2011, 6:42 AM",Research,-84.44,43.23
Michigan,25,gswr,1,green ash,8,,1,No,No,No,0,0,No,"8/22/2011, 7:38 AM",Research,-84.45,43.23
Michigan,25,gswr,1,green ash,8,,1,No,No,No,0,0,No,"8/22/2011, 7:33 AM",Research,-84.45,43.23
Michigan,25,gswr,1,green ash,8,,1,No,No,No,0,0,No,"8/22/2011, 7:21 AM",Research,-84.45,43.23
Michigan,"1,769",CPNMLT,10,green ash,12,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,8,green ash,14,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,1,green ash,14,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",1,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,7,green ash,10,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",1,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,5,green ash,18,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,4,green ash,12,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,3,green ash,16,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",3,No,No,No,10-Jan,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,9,green ash,12,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,6,green ash,11,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",1,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,2,green ash,15,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"7/28/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,12,green ash,10,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",3,No,No,Yes,20-Nov,0,Yes,"7/29/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,11,green ash,10,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",4,No,No,No,20-Nov,0,No,"7/29/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,801,green ash,10.5,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,802,green ash,15,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,803,green ash,16,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",3,No,No,No,10-Jan,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,804,green ash,12,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",3,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,805,green ash,18,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,806,green ash,11,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",1,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,807,green ash,10.5,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",1,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,808,green ash,14,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",1,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,809,green ash,13,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",1,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,810,green ash,12,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",2,No,No,No,0,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,"8,101",green ash,26,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",4,Yes,No,No,21+,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,"8,102",green ash,26,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",5,Yes,No,No,20-Nov,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,769",CPNMLT,"8,103",green ash,21,"Historic data, assumed this was a release tree based on site id (cprt), location (clustered around center) and the comments.",3,No,No,No,10-Jan,0,No,"8/20/2008, 8:00 PM",Research,-84.42,42.73
Michigan,"1,773",BFPKLT,201,green ash,10,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,10-Jan,0,No,"9/10/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,213,green ash,14.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,Yes,20-Nov,0,Yes,"9/10/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,215,green ash,18.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",5,No,No,Yes,21+,0,Yes,"9/10/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,212,green ash,18.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",1,No,No,No,0,0,No,"9/10/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,214,green ash,16.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",5,No,No,Yes,10-Jan,0,Yes,"9/10/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,200,green ash,18.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",5,No,No,Yes,21+,0,Yes,"9/10/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,109",green ash,18.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,10-Jan,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,108",green ash,12,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,106",green ash,22,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,10-Jan,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,107",green ash,13,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,104",green ash,8.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,105",green ash,9,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",4,No,No,No,10-Jan,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,101",green ash,9.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,103",green ash,10,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,110",green ash,22,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,10-Jan,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"8,102",green ash,7.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,809,green ash,8.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,805,green ash,13.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,808,green ash,14.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,803,green ash,9,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,807,green ash,16.5,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,804,green ash,15,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",1,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,810,green ash,11,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.59,42.59
Michigan,"1,773",BFPKLT,802,green ash,11,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,806,green ash,18,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",3,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,801,green ash,12,"Based of historic 2008 data, and a phone call with Leah 09_01_2011. TCP",2,No,No,No,0,0,No,"9/8/2008, 8:00 PM",Research,-84.6,42.59
Michigan,"1,770",LPRFLT,809,green ash,11,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,1,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.37,42.7
Michigan,"1,770",LPRFLT,808,green ash,10.5,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.37,42.7
Michigan,"1,770",LPRFLT,808,green ash,20,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,"8,105",green ash,14.5,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,5,No,No,No,10-Jan,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,"8,109",green ash,31,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,No,10-Jan,0,No,"8/13/2008, 8:00 PM",Research,-84.37,42.7
Michigan,"1,770",LPRFLT,804,green ash,16,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,Yes,10-Jan,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,803,green ash,17,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,Yes,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,802,green ash,22.5,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,1,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,"8,102",green ash,33,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,"8,110",green ash,35,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,5,No,No,No,10-Jan,0,No,"8/13/2008, 8:00 PM",Research,-84.37,42.7
Michigan,"1,770",LPRFLT,"8,107",green ash,13,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,4,No,No,No,20-Nov,0,No,"8/13/2008, 8:00 PM",Research,-84.37,42.7
Michigan,"1,770",LPRFLT,"8,104",green ash,34,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,3,No,No,Yes,10-Jan,0,Yes,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,"8,108",green ash,11,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,No,10-Jan,0,No,"8/13/2008, 8:00 PM",Research,-84.37,42.7
Michigan,"1,770",LPRFLT,807,green ash,15,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,1,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.37,42.7
Michigan,"1,770",LPRFLT,"8,106",green ash,20,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,3,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,805,green ash,12,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,"8,103",green ash,20,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,801,green ash,11,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,2,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,770",LPRFLT,"8,101",green ash,13,Based on historic 2008 data and a phone call with Leah on 09_01_2011. TCP,1,No,No,No,0,0,No,"8/13/2008, 8:00 PM",Research,-84.38,42.7
Michigan,"1,796",SLHSP,"2,008",white ash,11.1,,2,Yes,Yes,Yes,10-Jan,10-Jan,Yes,"9/19/2011, 12:36 AM",Research,-84.41,42.95
Michigan,"1,796",SLHSP,"2,008",white ash,6,,1,Yes,Yes,Yes,10-Jan,0,Yes,"9/19/2011, 12:26 AM",Research,-84.41,42.95
Michigan,"1,796",SLHSP,"2,008",white ash,6.2,,2,Yes,Yes,Yes,10-Jan,10-Jan,Yes,"9/19/2011, 12:16 AM",Research,-84.41,42.95
Michigan,"1,796",SLHSP,"2,008",white ash,7.5,,2,No,Yes,Yes,10-Jan,0,Yes,"9/19/2011, 12:08 AM",Research,-84.41,42.95
Michigan,"1,796",SLHSP,"2,008",white ash,10.5,,2,No,Yes,Yes,10-Jan,10-Jan,Yes,"9/18/2011, 11:59 PM",Research,-84.41,42.95
Michigan,"1,796",SLHSP,"2,007",white ash,10.3,,1,Yes,Yes,Yes,10-Jan,20-Nov,Yes,"9/18/2011, 11:36 PM",Research,-84.41,42.95
